                                                                                                                                                                     
{'loss': 10.8006, 'grad_norm': 2.65625, 'learning_rate': 5e-07, 'epoch': 0.0}
{'loss': 2.2366, 'grad_norm': 0.142578125, 'learning_rate': 0.00040843050419047186, 'epoch': 0.32}
{'loss': 2.1299, 'grad_norm': 0.134765625, 'learning_rate': 0.0004083985255365126, 'epoch': 0.32}
{'loss': 2.1477, 'grad_norm': 0.142578125, 'learning_rate': 0.0004083665425519972, 'epoch': 0.32}
{'loss': 2.1887, 'grad_norm': 0.1328125, 'learning_rate': 0.00040833455523780007, 'epoch': 0.32}
{'loss': 2.1207, 'grad_norm': 0.1435546875, 'learning_rate': 0.0004083025635947956, 'epoch': 0.32}
{'loss': 2.157, 'grad_norm': 0.1396484375, 'learning_rate': 0.0004082705676238586, 'epoch': 0.32}
{'loss': 2.2035, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004082385673258637, 'epoch': 0.32}
{'loss': 2.1145, 'grad_norm': 0.1318359375, 'learning_rate': 0.00040820656270168574, 'epoch': 0.32}
{'loss': 2.1542, 'grad_norm': 0.138671875, 'learning_rate': 0.00040817455375219994, 'epoch': 0.32}
{'loss': 2.1538, 'grad_norm': 0.1455078125, 'learning_rate': 0.0004081425404782811, 'epoch': 0.32}
{'loss': 2.1652, 'grad_norm': 0.15234375, 'learning_rate': 0.00040811052288080473, 'epoch': 0.32}
{'loss': 2.1475, 'grad_norm': 0.130859375, 'learning_rate': 0.00040807850096064605, 'epoch': 0.32}
{'loss': 2.1608, 'grad_norm': 0.146484375, 'learning_rate': 0.0004080464747186805, 'epoch': 0.32}
{'loss': 2.1428, 'grad_norm': 0.13671875, 'learning_rate': 0.0004080144441557837, 'epoch': 0.32}
{'loss': 2.1558, 'grad_norm': 0.140625, 'learning_rate': 0.00040798240927283143, 'epoch': 0.32}
{'loss': 2.1434, 'grad_norm': 0.1416015625, 'learning_rate': 0.0004079503700706994, 'epoch': 0.32}
{'loss': 2.1803, 'grad_norm': 0.13671875, 'learning_rate': 0.00040791832655026356, 'epoch': 0.32}
{'loss': 2.1433, 'grad_norm': 0.1416015625, 'learning_rate': 0.00040788627871240005, 'epoch': 0.32}
{'loss': 2.1249, 'grad_norm': 0.1328125, 'learning_rate': 0.00040785422655798497, 'epoch': 0.32}
{'loss': 2.1528, 'grad_norm': 0.1376953125, 'learning_rate': 0.00040782217008789463, 'epoch': 0.32}
{'loss': 2.2368, 'grad_norm': 0.1474609375, 'learning_rate': 0.0004077901093030055, 'epoch': 0.32}
{'loss': 2.122, 'grad_norm': 0.1357421875, 'learning_rate': 0.00040775804420419405, 'epoch': 0.32}
{'loss': 2.1406, 'grad_norm': 0.1396484375, 'learning_rate': 0.00040772597479233686, 'epoch': 0.32}
{'loss': 2.2112, 'grad_norm': 0.140625, 'learning_rate': 0.00040769390106831083, 'epoch': 0.32}
{'loss': 2.1954, 'grad_norm': 0.1455078125, 'learning_rate': 0.0004076618230329928, 'epoch': 0.32}
{'loss': 2.1618, 'grad_norm': 0.13671875, 'learning_rate': 0.0004076297406872598, 'epoch': 0.32}
{'loss': 2.1533, 'grad_norm': 0.1396484375, 'learning_rate': 0.00040759765403198877, 'epoch': 0.32}
{'loss': 2.1941, 'grad_norm': 0.1416015625, 'learning_rate': 0.0004075655630680572, 'epoch': 0.32}
{'loss': 2.1484, 'grad_norm': 0.138671875, 'learning_rate': 0.0004075334677963423, 'epoch': 0.32}
{'loss': 2.1948, 'grad_norm': 0.1376953125, 'learning_rate': 0.00040750136821772156, 'epoch': 0.32}
{'loss': 2.0885, 'grad_norm': 0.1396484375, 'learning_rate': 0.0004074692643330726, 'epoch': 0.32}
{'loss': 2.1625, 'grad_norm': 0.1376953125, 'learning_rate': 0.00040743715614327314, 'epoch': 0.32}
{'loss': 2.1769, 'grad_norm': 0.158203125, 'learning_rate': 0.00040740504364920096, 'epoch': 0.32}
{'loss': 2.164, 'grad_norm': 0.1552734375, 'learning_rate': 0.000407372926851734, 'epoch': 0.32}
{'loss': 2.1603, 'grad_norm': 0.1357421875, 'learning_rate': 0.00040734080575175033, 'epoch': 0.32}
{'loss': 2.0913, 'grad_norm': 0.1435546875, 'learning_rate': 0.0004073086803501281, 'epoch': 0.32}
{'loss': 2.1918, 'grad_norm': 0.1435546875, 'learning_rate': 0.0004072765506477457, 'epoch': 0.32}
{'loss': 2.1144, 'grad_norm': 0.1298828125, 'learning_rate': 0.0004072444166454815, 'epoch': 0.32}
{'loss': 2.1318, 'grad_norm': 0.1953125, 'learning_rate': 0.00040721227834421405, 'epoch': 0.32}
{'loss': 2.1878, 'grad_norm': 0.142578125, 'learning_rate': 0.00040718013574482195, 'epoch': 0.32}
{'loss': 2.1428, 'grad_norm': 0.1435546875, 'learning_rate': 0.000407147988848184, 'epoch': 0.32}
{'loss': 2.2064, 'grad_norm': 0.138671875, 'learning_rate': 0.000407115837655179, 'epoch': 0.32}
{'loss': 2.1716, 'grad_norm': 0.142578125, 'learning_rate': 0.00040708368216668613, 'epoch': 0.32}
{'loss': 2.1443, 'grad_norm': 0.138671875, 'learning_rate': 0.0004070515223835843, 'epoch': 0.32}
{'loss': 2.1469, 'grad_norm': 0.142578125, 'learning_rate': 0.000407019358306753, 'epoch': 0.32}
{'loss': 2.2023, 'grad_norm': 0.142578125, 'learning_rate': 0.00040698718993707126, 'epoch': 0.32}
{'loss': 2.1796, 'grad_norm': 0.1357421875, 'learning_rate': 0.00040695501727541886, 'epoch': 0.32}
{'loss': 2.1296, 'grad_norm': 0.1455078125, 'learning_rate': 0.00040692284032267515, 'epoch': 0.32}
{'loss': 2.1613, 'grad_norm': 0.1513671875, 'learning_rate': 0.00040689065907972, 'epoch': 0.32}
{'loss': 2.1275, 'grad_norm': 0.1357421875, 'learning_rate': 0.0004068584735474331, 'epoch': 0.32}
{'loss': 2.1908, 'grad_norm': 0.1435546875, 'learning_rate': 0.0004068262837266945, 'epoch': 0.32}
{'loss': 2.1168, 'grad_norm': 0.1328125, 'learning_rate': 0.00040679408961838426, 'epoch': 0.32}
{'loss': 2.1723, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004067618912233825, 'epoch': 0.32}
{'loss': 2.1273, 'grad_norm': 0.1337890625, 'learning_rate': 0.0004067296885425695, 'epoch': 0.32}
{'loss': 2.2035, 'grad_norm': 0.1396484375, 'learning_rate': 0.00040669748157682575, 'epoch': 0.32}
{'loss': 2.1863, 'grad_norm': 0.1357421875, 'learning_rate': 0.00040666527032703166, 'epoch': 0.32}
{'loss': 2.1053, 'grad_norm': 0.1318359375, 'learning_rate': 0.000406633054794068, 'epoch': 0.32}
{'loss': 2.2221, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004066008349788154, 'epoch': 0.32}
{'loss': 2.1479, 'grad_norm': 0.1328125, 'learning_rate': 0.0004065686108821548, 'epoch': 0.32}
{'loss': 2.157, 'grad_norm': 0.13671875, 'learning_rate': 0.00040653638250496725, 'epoch': 0.32}
{'loss': 2.1479, 'grad_norm': 0.1376953125, 'learning_rate': 0.00040650414984813376, 'epoch': 0.32}
{'loss': 2.1478, 'grad_norm': 0.1357421875, 'learning_rate': 0.0004064719129125356, 'epoch': 0.32}
{'loss': 2.1398, 'grad_norm': 0.1484375, 'learning_rate': 0.0004064396716990542, 'epoch': 0.32}
{'loss': 2.1809, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004064074262085709, 'epoch': 0.32}
{'loss': 2.1252, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004063751764419673, 'epoch': 0.32}
{'loss': 2.2016, 'grad_norm': 0.142578125, 'learning_rate': 0.0004063429224001252, 'epoch': 0.32}
{'loss': 2.1423, 'grad_norm': 0.1337890625, 'learning_rate': 0.00040631066408392636, 'epoch': 0.32}
{'loss': 2.2212, 'grad_norm': 0.1396484375, 'learning_rate': 0.00040627840149425255, 'epoch': 0.32}
{'loss': 2.1776, 'grad_norm': 0.13671875, 'learning_rate': 0.00040624613463198603, 'epoch': 0.32}
{'loss': 2.1977, 'grad_norm': 0.1357421875, 'learning_rate': 0.00040621386349800893, 'epoch': 0.32}
{'loss': 2.1916, 'grad_norm': 0.13671875, 'learning_rate': 0.0004061815880932034, 'epoch': 0.32}
{'loss': 2.1389, 'grad_norm': 0.1328125, 'learning_rate': 0.000406149308418452, 'epoch': 0.32}
{'loss': 2.1024, 'grad_norm': 0.1357421875, 'learning_rate': 0.00040611702447463716, 'epoch': 0.32}
{'loss': 2.1751, 'grad_norm': 0.12890625, 'learning_rate': 0.00040608473626264143, 'epoch': 0.32}
{'loss': 2.2341, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004060524437833477, 'epoch': 0.32}
{'loss': 2.1882, 'grad_norm': 0.1328125, 'learning_rate': 0.0004060201470376389, 'epoch': 0.32}
{'loss': 2.1837, 'grad_norm': 0.1318359375, 'learning_rate': 0.00040598784602639777, 'epoch': 0.32}
{'loss': 2.1613, 'grad_norm': 0.13671875, 'learning_rate': 0.0004059555407505076, 'epoch': 0.32}
{'loss': 2.131, 'grad_norm': 0.1298828125, 'learning_rate': 0.0004059232312108515, 'epoch': 0.32}
{'loss': 2.1482, 'grad_norm': 0.1318359375, 'learning_rate': 0.00040589091740831284, 'epoch': 0.32}
{'loss': 2.1425, 'grad_norm': 0.130859375, 'learning_rate': 0.000405858599343775, 'epoch': 0.32}
{'loss': 2.2153, 'grad_norm': 0.1357421875, 'learning_rate': 0.0004058262770181217, 'epoch': 0.32}
{'loss': 2.1361, 'grad_norm': 0.12890625, 'learning_rate': 0.00040579395043223644, 'epoch': 0.32}
{'loss': 2.1126, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004057616195870032, 'epoch': 0.32}
{'loss': 2.1256, 'grad_norm': 0.1259765625, 'learning_rate': 0.0004057292844833057, 'epoch': 0.32}
{'loss': 2.2299, 'grad_norm': 0.1298828125, 'learning_rate': 0.00040569694512202815, 'epoch': 0.32}
{'loss': 2.1986, 'grad_norm': 0.1318359375, 'learning_rate': 0.0004056646015040546, 'epoch': 0.32}
{'loss': 2.1478, 'grad_norm': 0.1279296875, 'learning_rate': 0.0004056322536302693, 'epoch': 0.32}
{'loss': 2.1633, 'grad_norm': 0.13671875, 'learning_rate': 0.0004055999015015566, 'epoch': 0.32}
{'loss': 2.1508, 'grad_norm': 0.12890625, 'learning_rate': 0.00040556754511880113, 'epoch': 0.32}
{'loss': 2.2171, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004055351844828874, 'epoch': 0.32}
{'loss': 2.1209, 'grad_norm': 0.13671875, 'learning_rate': 0.0004055028195947002, 'epoch': 0.32}
{'loss': 2.1471, 'grad_norm': 0.13671875, 'learning_rate': 0.00040547045045512427, 'epoch': 0.32}
{'loss': 2.1148, 'grad_norm': 0.140625, 'learning_rate': 0.00040543807706504466, 'epoch': 0.32}
{'loss': 2.1443, 'grad_norm': 0.14453125, 'learning_rate': 0.00040540569942534643, 'epoch': 0.32}
{'loss': 2.1394, 'grad_norm': 0.1318359375, 'learning_rate': 0.00040537331753691473, 'epoch': 0.32}
{'loss': 2.159, 'grad_norm': 0.16015625, 'learning_rate': 0.00040534093140063486, 'epoch': 0.32}
{'loss': 2.152, 'grad_norm': 0.1337890625, 'learning_rate': 0.0004053085410173924, 'epoch': 0.32}
{'loss': 2.1458, 'grad_norm': 0.1572265625, 'learning_rate': 0.00040527614638807277, 'epoch': 0.32}
{'loss': 2.1883, 'grad_norm': 0.1533203125, 'learning_rate': 0.00040524374751356153, 'epoch': 0.32}
{'loss': 2.1386, 'grad_norm': 0.1435546875, 'learning_rate': 0.00040521134439474454, 'epoch': 0.32}
{'loss': 2.1539, 'grad_norm': 0.15234375, 'learning_rate': 0.0004051789370325078, 'epoch': 0.32}
{'loss': 2.1431, 'grad_norm': 0.150390625, 'learning_rate': 0.00040514652542773723, 'epoch': 0.32}
{'loss': 2.2018, 'grad_norm': 0.142578125, 'learning_rate': 0.0004051141095813189, 'epoch': 0.32}
{'loss': 2.1814, 'grad_norm': 0.1474609375, 'learning_rate': 0.00040508168949413904, 'epoch': 0.32}
{'loss': 2.1515, 'grad_norm': 0.1337890625, 'learning_rate': 0.0004050492651670841, 'epoch': 0.32}
{'loss': 2.212, 'grad_norm': 0.1474609375, 'learning_rate': 0.0004050168366010405, 'epoch': 0.32}
{'loss': 2.1755, 'grad_norm': 0.13671875, 'learning_rate': 0.0004049844037968948, 'epoch': 0.32}
{'loss': 2.1864, 'grad_norm': 0.1435546875, 'learning_rate': 0.0004049519667555337, 'epoch': 0.32}
{'loss': 2.2189, 'grad_norm': 0.1416015625, 'learning_rate': 0.00040491952547784413, 'epoch': 0.32}
{'loss': 2.1931, 'grad_norm': 0.1435546875, 'learning_rate': 0.00040488707996471284, 'epoch': 0.32}
{'loss': 2.0898, 'grad_norm': 0.1376953125, 'learning_rate': 0.00040485463021702707, 'epoch': 0.32}
{'loss': 2.174, 'grad_norm': 0.150390625, 'learning_rate': 0.0004048221762356738, 'epoch': 0.32}
{'loss': 2.1497, 'grad_norm': 0.1337890625, 'learning_rate': 0.0004047897180215404, 'epoch': 0.32}
{'loss': 2.1012, 'grad_norm': 0.150390625, 'learning_rate': 0.00040475725557551437, 'epoch': 0.32}
{'loss': 2.1484, 'grad_norm': 0.1298828125, 'learning_rate': 0.00040472478889848297, 'epoch': 0.32}
{'loss': 2.1083, 'grad_norm': 0.138671875, 'learning_rate': 0.0004046923179913341, 'epoch': 0.32}
{'loss': 2.1372, 'grad_norm': 0.130859375, 'learning_rate': 0.0004046598428549553, 'epoch': 0.32}
{'loss': 2.1099, 'grad_norm': 0.130859375, 'learning_rate': 0.00040462736349023445, 'epoch': 0.32}
{'loss': 2.1762, 'grad_norm': 0.1298828125, 'learning_rate': 0.00040459487989805967, 'epoch': 0.32}
{'loss': 2.1574, 'grad_norm': 0.1337890625, 'learning_rate': 0.0004045623920793189, 'epoch': 0.32}
{'loss': 2.1948, 'grad_norm': 0.1357421875, 'learning_rate': 0.00040452990003490044, 'epoch': 0.32}
{'loss': 2.1478, 'grad_norm': 0.12890625, 'learning_rate': 0.0004044974037656925, 'epoch': 0.32}
{'loss': 2.179, 'grad_norm': 0.1318359375, 'learning_rate': 0.0004044649032725836, 'epoch': 0.32}
{'loss': 2.2125, 'grad_norm': 0.1328125, 'learning_rate': 0.0004044323985564623, 'epoch': 0.32}
{'loss': 2.1162, 'grad_norm': 0.1318359375, 'learning_rate': 0.0004043998896182172, 'epoch': 0.32}
{'loss': 2.1507, 'grad_norm': 0.1328125, 'learning_rate': 0.00040436737645873716, 'epoch': 0.32}
{'loss': 2.107, 'grad_norm': 0.142578125, 'learning_rate': 0.0004043348590789111, 'epoch': 0.32}
{'loss': 2.2009, 'grad_norm': 0.134765625, 'learning_rate': 0.00040430233747962784, 'epoch': 0.32}
{'loss': 2.0907, 'grad_norm': 0.142578125, 'learning_rate': 0.0004042698116617768, 'epoch': 0.32}
{'loss': 2.0884, 'grad_norm': 0.134765625, 'learning_rate': 0.00040423728162624695, 'epoch': 0.32}
{'loss': 2.1118, 'grad_norm': 0.1337890625, 'learning_rate': 0.00040420474737392774, 'epoch': 0.32}
{'loss': 2.2103, 'grad_norm': 0.142578125, 'learning_rate': 0.0004041722089057087, 'epoch': 0.32}
{'loss': 2.194, 'grad_norm': 0.1357421875, 'learning_rate': 0.00040413966622247945, 'epoch': 0.32}
{'loss': 2.1267, 'grad_norm': 0.1318359375, 'learning_rate': 0.00040410711932512954, 'epoch': 0.32}
{'loss': 2.1635, 'grad_norm': 0.1435546875, 'learning_rate': 0.000404074568214549, 'epoch': 0.32}
{'loss': 2.1701, 'grad_norm': 0.1416015625, 'learning_rate': 0.00040404201289162756, 'epoch': 0.32}
{'loss': 2.1586, 'grad_norm': 0.138671875, 'learning_rate': 0.00040400945335725537, 'epoch': 0.32}
{'loss': 2.1621, 'grad_norm': 0.140625, 'learning_rate': 0.0004039768896123226, 'epoch': 0.32}
{'loss': 2.1997, 'grad_norm': 0.1396484375, 'learning_rate': 0.00040394432165771955, 'epoch': 0.32}
{'loss': 2.1095, 'grad_norm': 0.1328125, 'learning_rate': 0.0004039117494943365, 'epoch': 0.32}
{'loss': 2.1628, 'grad_norm': 0.1435546875, 'learning_rate': 0.0004038791731230641, 'epoch': 0.32}
{'loss': 2.195, 'grad_norm': 0.1337890625, 'learning_rate': 0.0004038465925447929, 'epoch': 0.32}
{'loss': 2.1497, 'grad_norm': 0.1396484375, 'learning_rate': 0.0004038140077604137, 'epoch': 0.32}
{'loss': 2.1612, 'grad_norm': 0.13671875, 'learning_rate': 0.0004037814187708172, 'epoch': 0.32}
{'loss': 2.2034, 'grad_norm': 0.13671875, 'learning_rate': 0.0004037488255768945, 'epoch': 0.32}
{'loss': 2.1304, 'grad_norm': 0.1376953125, 'learning_rate': 0.00040371622817953677, 'epoch': 0.32}
{'loss': 2.1188, 'grad_norm': 0.134765625, 'learning_rate': 0.0004036836265796351, 'epoch': 0.32}
{'loss': 2.1547, 'grad_norm': 0.134765625, 'learning_rate': 0.0004036510207780808, 'epoch': 0.32}
{'loss': 2.1701, 'grad_norm': 0.138671875, 'learning_rate': 0.0004036184107757653, 'epoch': 0.32}
{'loss': 2.1452, 'grad_norm': 0.1396484375, 'learning_rate': 0.0004035857965735801, 'epoch': 0.32}
{'loss': 2.1425, 'grad_norm': 0.134765625, 'learning_rate': 0.000403553178172417, 'epoch': 0.32}
{'loss': 2.1647, 'grad_norm': 0.13671875, 'learning_rate': 0.00040352055557316764, 'epoch': 0.33}
{'loss': 2.1732, 'grad_norm': 0.1337890625, 'learning_rate': 0.00040348792877672405, 'epoch': 0.33}
{'loss': 2.1578, 'grad_norm': 0.1357421875, 'learning_rate': 0.000403455297783978, 'epoch': 0.33}
{'loss': 2.1607, 'grad_norm': 0.1298828125, 'learning_rate': 0.0004034226625958219, 'epoch': 0.33}
{'loss': 2.1443, 'grad_norm': 0.1328125, 'learning_rate': 0.00040339002321314777, 'epoch': 0.33}
{'loss': 2.1488, 'grad_norm': 0.1435546875, 'learning_rate': 0.0004033573796368481, 'epoch': 0.33}
{'loss': 2.1644, 'grad_norm': 0.150390625, 'learning_rate': 0.0004033247318678152, 'epoch': 0.33}
{'loss': 2.138, 'grad_norm': 0.130859375, 'learning_rate': 0.0004032920799069418, 'epoch': 0.33}
{'loss': 2.1647, 'grad_norm': 0.1416015625, 'learning_rate': 0.00040325942375512045, 'epoch': 0.33}
{'loss': 2.2021, 'grad_norm': 0.1455078125, 'learning_rate': 0.00040322676341324415, 'epoch': 0.33}
{'loss': 2.1767, 'grad_norm': 0.134765625, 'learning_rate': 0.0004031940988822056, 'epoch': 0.33}
{'loss': 2.1321, 'grad_norm': 0.140625, 'learning_rate': 0.00040316143016289795, 'epoch': 0.33}
{'loss': 2.1344, 'grad_norm': 0.1328125, 'learning_rate': 0.0004031287572562144, 'epoch': 0.33}
{'loss': 2.149, 'grad_norm': 0.1337890625, 'learning_rate': 0.0004030960801630481, 'epoch': 0.33}
{'loss': 2.1997, 'grad_norm': 0.1484375, 'learning_rate': 0.00040306339888429257, 'epoch': 0.33}
{'loss': 2.1295, 'grad_norm': 0.1298828125, 'learning_rate': 0.00040303071342084114, 'epoch': 0.33}
{'loss': 2.1121, 'grad_norm': 0.1376953125, 'learning_rate': 0.00040299802377358754, 'epoch': 0.33}
{'loss': 2.1422, 'grad_norm': 0.1357421875, 'learning_rate': 0.0004029653299434253, 'epoch': 0.33}
{'loss': 2.091, 'grad_norm': 0.125, 'learning_rate': 0.0004029326319312486, 'epoch': 0.33}
{'loss': 2.1216, 'grad_norm': 0.1357421875, 'learning_rate': 0.0004028999297379511, 'epoch': 0.33}
{'loss': 2.1664, 'grad_norm': 0.130859375, 'learning_rate': 0.00040286722336442695, 'epoch': 0.33}
{'loss': 2.2211, 'grad_norm': 0.1416015625, 'learning_rate': 0.0004028345128115704, 'epoch': 0.33}
{'loss': 2.1278, 'grad_norm': 0.134765625, 'learning_rate': 0.0004028017980802757, 'epoch': 0.33}
{'loss': 2.1316, 'grad_norm': 0.13671875, 'learning_rate': 0.0004027690791714371, 'epoch': 0.33}
{'loss': 2.174, 'grad_norm': 0.140625, 'learning_rate': 0.0004027363560859494, 'epoch': 0.33}
{'loss': 2.1394, 'grad_norm': 0.1357421875, 'learning_rate': 0.0004027036288247071, 'epoch': 0.33}
{'loss': 2.132, 'grad_norm': 0.1337890625, 'learning_rate': 0.000402670897388605, 'epoch': 0.33}
{'loss': 2.1748, 'grad_norm': 0.13671875, 'learning_rate': 0.0004026381617785378, 'epoch': 0.33}
{'loss': 2.1673, 'grad_norm': 0.130859375, 'learning_rate': 0.00040260542199540064, 'epoch': 0.33}
{'loss': 2.1834, 'grad_norm': 0.130859375, 'learning_rate': 0.00040257267804008856, 'epoch': 0.33}
{'loss': 2.1734, 'grad_norm': 0.1357421875, 'learning_rate': 0.00040253992991349683, 'epoch': 0.33}
{'loss': 2.1605, 'grad_norm': 0.1318359375, 'learning_rate': 0.0004025071776165207, 'epoch': 0.33}
{'loss': 2.1768, 'grad_norm': 0.130859375, 'learning_rate': 0.00040247442115005563, 'epoch': 0.33}
{'loss': 2.1701, 'grad_norm': 0.12890625, 'learning_rate': 0.0004024416605149972, 'epoch': 0.33}
{'loss': 2.1392, 'grad_norm': 0.1328125, 'learning_rate': 0.000402408895712241, 'epoch': 0.33}
{'loss': 2.1766, 'grad_norm': 0.126953125, 'learning_rate': 0.0004023761267426829, 'epoch': 0.33}
{'loss': 2.1559, 'grad_norm': 0.134765625, 'learning_rate': 0.00040234335360721864, 'epoch': 0.33}
{'loss': 2.1853, 'grad_norm': 0.1337890625, 'learning_rate': 0.00040231057630674437, 'epoch': 0.33}
{'loss': 2.0709, 'grad_norm': 0.1337890625, 'learning_rate': 0.0004022777948421562, 'epoch': 0.33}
{'loss': 2.1553, 'grad_norm': 0.134765625, 'learning_rate': 0.00040224500921435033, 'epoch': 0.33}
{'loss': 2.1216, 'grad_norm': 0.1328125, 'learning_rate': 0.0004022122194242231, 'epoch': 0.33}
{'loss': 2.1704, 'grad_norm': 0.1376953125, 'learning_rate': 0.00040217942547267094, 'epoch': 0.33}
{'loss': 2.1934, 'grad_norm': 0.140625, 'learning_rate': 0.00040214662736059043, 'epoch': 0.33}
{'loss': 2.1479, 'grad_norm': 0.1337890625, 'learning_rate': 0.00040211382508887835, 'epoch': 0.33}
{'loss': 2.2008, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004020810186584314, 'epoch': 0.33}
{'loss': 2.1886, 'grad_norm': 0.1318359375, 'learning_rate': 0.00040204820807014657, 'epoch': 0.33}
{'loss': 2.1759, 'grad_norm': 0.1416015625, 'learning_rate': 0.0004020153933249209, 'epoch': 0.33}
{'loss': 2.126, 'grad_norm': 0.126953125, 'learning_rate': 0.0004019825744236514, 'epoch': 0.33}
{'loss': 2.1396, 'grad_norm': 0.1435546875, 'learning_rate': 0.00040194975136723543, 'epoch': 0.33}
{'loss': 2.2052, 'grad_norm': 0.138671875, 'learning_rate': 0.0004019169241565703, 'epoch': 0.33}
{'loss': 2.1827, 'grad_norm': 0.134765625, 'learning_rate': 0.00040188409279255356, 'epoch': 0.33}
{'loss': 2.1383, 'grad_norm': 0.13671875, 'learning_rate': 0.00040185125727608287, 'epoch': 0.33}
{'loss': 2.1151, 'grad_norm': 0.12890625, 'learning_rate': 0.00040181841760805574, 'epoch': 0.33}
{'loss': 2.1302, 'grad_norm': 0.1337890625, 'learning_rate': 0.0004017855737893702, 'epoch': 0.33}
{'loss': 2.14, 'grad_norm': 0.1318359375, 'learning_rate': 0.00040175272582092405, 'epoch': 0.33}
{'loss': 2.1615, 'grad_norm': 0.1328125, 'learning_rate': 0.0004017198737036154, 'epoch': 0.33}
{'loss': 2.1233, 'grad_norm': 0.1328125, 'learning_rate': 0.00040168701743834235, 'epoch': 0.33}
{'loss': 2.1077, 'grad_norm': 0.130859375, 'learning_rate': 0.0004016541570260033, 'epoch': 0.33}
{'loss': 2.0938, 'grad_norm': 0.140625, 'learning_rate': 0.0004016212924674965, 'epoch': 0.33}
{'loss': 2.2044, 'grad_norm': 0.13671875, 'learning_rate': 0.0004015884237637206, 'epoch': 0.33}
{'loss': 2.083, 'grad_norm': 0.1357421875, 'learning_rate': 0.0004015555509155741, 'epoch': 0.33}
{'loss': 2.1424, 'grad_norm': 0.1455078125, 'learning_rate': 0.0004015226739239558, 'epoch': 0.33}
{'loss': 2.1459, 'grad_norm': 0.1298828125, 'learning_rate': 0.0004014897927897645, 'epoch': 0.33}
{'loss': 2.1762, 'grad_norm': 0.1435546875, 'learning_rate': 0.00040145690751389917, 'epoch': 0.33}
{'loss': 2.1325, 'grad_norm': 0.1279296875, 'learning_rate': 0.00040142401809725893, 'epoch': 0.33}
{'loss': 2.1548, 'grad_norm': 0.1591796875, 'learning_rate': 0.00040139112454074286, 'epoch': 0.33}
{'loss': 2.1728, 'grad_norm': 0.1328125, 'learning_rate': 0.00040135822684525036, 'epoch': 0.33}
{'loss': 2.1533, 'grad_norm': 0.146484375, 'learning_rate': 0.00040132532501168083, 'epoch': 0.33}
{'loss': 2.1809, 'grad_norm': 0.1357421875, 'learning_rate': 0.0004012924190409337, 'epoch': 0.33}
{'loss': 2.1805, 'grad_norm': 0.142578125, 'learning_rate': 0.00040125950893390874, 'epoch': 0.33}
{'loss': 2.1751, 'grad_norm': 0.1416015625, 'learning_rate': 0.0004012265946915056, 'epoch': 0.33}
{'loss': 2.1429, 'grad_norm': 0.12890625, 'learning_rate': 0.0004011936763146241, 'epoch': 0.33}
{'loss': 2.1529, 'grad_norm': 0.13671875, 'learning_rate': 0.0004011607538041644, 'epoch': 0.33}
{'loss': 2.1564, 'grad_norm': 0.1318359375, 'learning_rate': 0.0004011278271610264, 'epoch': 0.33}
{'loss': 2.2039, 'grad_norm': 0.1376953125, 'learning_rate': 0.0004010948963861104, 'epoch': 0.33}
{'loss': 2.164, 'grad_norm': 0.126953125, 'learning_rate': 0.0004010619614803167, 'epoch': 0.33}
{'loss': 2.1189, 'grad_norm': 0.1328125, 'learning_rate': 0.00040102902244454575, 'epoch': 0.33}
{'loss': 2.1494, 'grad_norm': 0.130859375, 'learning_rate': 0.0004009960792796981, 'epoch': 0.33}
{'loss': 2.1616, 'grad_norm': 0.1318359375, 'learning_rate': 0.00040096313198667436, 'epoch': 0.33}
{'loss': 2.2057, 'grad_norm': 0.126953125, 'learning_rate': 0.0004009301805663752, 'epoch': 0.33}
{'loss': 2.2032, 'grad_norm': 0.1328125, 'learning_rate': 0.00040089722501970165, 'epoch': 0.33}
{'loss': 2.1534, 'grad_norm': 0.126953125, 'learning_rate': 0.0004008642653475547, 'epoch': 0.33}
{'loss': 2.1634, 'grad_norm': 0.1337890625, 'learning_rate': 0.00040083130155083534, 'epoch': 0.33}
{'loss': 2.1688, 'grad_norm': 0.1328125, 'learning_rate': 0.00040079833363044495, 'epoch': 0.33}
{'loss': 2.1771, 'grad_norm': 0.130859375, 'learning_rate': 0.0004007653615872847, 'epoch': 0.33}
{'loss': 2.1193, 'grad_norm': 0.1337890625, 'learning_rate': 0.00040073238542225623, 'epoch': 0.33}
{'loss': 2.164, 'grad_norm': 0.12890625, 'learning_rate': 0.0004006994051362609, 'epoch': 0.33}
{'loss': 2.1077, 'grad_norm': 0.1279296875, 'learning_rate': 0.00040066642073020034, 'epoch': 0.33}
{'loss': 2.126, 'grad_norm': 0.1318359375, 'learning_rate': 0.00040063343220497657, 'epoch': 0.33}
{'loss': 2.2029, 'grad_norm': 0.12890625, 'learning_rate': 0.0004006004395614913, 'epoch': 0.33}
{'loss': 2.1327, 'grad_norm': 0.1337890625, 'learning_rate': 0.00040056744280064663, 'epoch': 0.33}
